Order_ID,Date,Time,Month,Day,Customer_ID,Customer_Type,Gender,Age,Table_No,Waiter,Category,Item,Quantity,Unit_Price,Sales,Discount,Tax,Total_Bill,Payment_Method,Order_Type,Rating,Profit
ORD00582,12-09-2025,13:35:02,September,Friday,CUST5351,New,Female,23,10,Sophia,Desserts,Brownie,4,5.99,23.96,0.09,4.77,28.64,Apple Pay,Dine-in,3,7.55
ORD00583,02-03-2025,20:24:35,March,Sunday,CUST6394,Returning,Female,65,9,Emma,Starters,Chicken Wings,1,8.99,8.99,0.74,1.65,9.9,Online,Dine-in,5,2.48
ORD00584,06-10-2025,22:21:14,October,Monday,CUST7616,Returning,Male,48,17,Daniel,Desserts,Ice Cream,3,4.99,14.97,0.63,2.87,17.21,Google Pay,Dine-in,3,4.33
ORD00585,18-04-2025,14:54:44,April,Friday,CUST8679,Returning,Female,23,11,Emma,Drinks,Coffee,5,3.99,19.95,1.76,3.64,21.83,Google Pay,Delivery,4,6.06
ORD00586,18-04-2025,05:02:03,April,Friday,CUST3102,Returning,Male,49,12,Olivia,Drinks,Fresh Juice,5,4.49,22.45,0.1,4.47,26.82,Card,Takeaway,4,6.05
ORD00587,18-12-2025,09:29:55,December,Thursday,CUST1527,New,Male,39,19,David,Drinks,Tea,3,2.49,7.47,0.66,1.36,8.17,Google Pay,Dine-in,4,2.28
ORD00588,02-02-2025,06:35:35,February,Sunday,CUST8397,Returning,Male,28,4,Daniel,Drinks,Coffee,4,3.99,15.96,0.26,3.14,18.84,Cash,Delivery,5,5.27
ORD00589,08-09-2025,01:21:30,September,Monday,CUST5650,New,Male,36,17,Sophia,Starters,Garlic Bread,2,4.99,9.98,0.1,1.98,11.86,Google Pay,Dine-in,4,3.9
ORD00590,23-09-2025,00:09:45,September,Tuesday,CUST3572,New,Male,52,14,Emily,Starters,Garlic Bread,3,4.99,14.97,1.93,2.61,15.65,Cash,Takeaway,3,4.06
ORD00591,08-03-2025,21:20:12,March,Saturday,CUST3601,Returning,Male,50,15,Michael,Main Course,Pizza,4,16.99,67.96,8.34,11.92,71.54,Card,Dine-in,3,20.85
ORD00592,17-08-2025,02:43:15,August,Sunday,CUST9043,Returning,Female,54,2,Sophia,Starters,Soup,5,5.99,29.95,3.63,5.26,31.58,Apple Pay,Delivery,4,8.66
ORD00593,27-06-2025,02:23:49,June,Friday,CUST7800,New,Male,57,14,Emily,Desserts,Brownie,5,5.99,29.95,3.7,5.25,31.5,Google Pay,Delivery,3,9.91
ORD00594,24-12-2025,19:00:36,December,Wednesday,CUST5485,Returning,Male,62,7,Emily,Starters,Soup,1,5.99,5.99,0.22,1.15,6.92,Google Pay,Delivery,3,2.2
ORD00595,08-07-2025,02:14:48,July,Tuesday,CUST8388,New,Female,31,17,James,Starters,Spring Rolls,5,6.99,34.95,4.02,6.19,37.12,Google Pay,Dine-in,3,9.25
ORD00596,24-11-2025,10:49:41,November,Monday,CUST7499,New,Male,34,4,Daniel,Drinks,Fresh Juice,3,4.49,13.47,1.51,2.39,14.35,Apple Pay,Delivery,5,4.53
ORD00597,26-08-2025,15:32:24,August,Tuesday,CUST8171,New,Female,35,6,Daniel,Drinks,Fresh Juice,1,4.49,4.49,0.06,0.89,5.32,Cash,Delivery,3,1.54
ORD00598,01-04-2025,22:52:22,April,Tuesday,CUST1183,Returning,Male,46,12,Daniel,Desserts,Ice Cream,5,4.99,24.95,2.77,4.44,26.62,Card,Delivery,3,6.11
ORD00599,12-12-2025,07:07:26,December,Friday,CUST2684,Returning,Female,46,2,James,Main Course,Fish & Chips,1,17.99,17.99,2.26,3.15,18.88,Cash,Takeaway,3,5.85
ORD00600,08-05-2025,17:49:14,May,Thursday,CUST1238,Returning,Male,61,3,Emma,Desserts,Ice Cream,2,4.99,9.98,0.14,1.97,11.81,Cash,Delivery,3,3.08
ORD00601,27-03-2025,10:31:47,March,Thursday,CUST4105,New,Female,45,4,Emma,Starters,Soup,5,5.99,29.95,0.48,5.89,35.36,Card,Dine-in,4,8.81
ORD00602,15-06-2025,02:55:33,June,Sunday,CUST4485,Returning,Male,22,9,Olivia,Main Course,Chicken Biryani,4,14.99,59.96,5.88,10.82,64.9,Cash,Dine-in,3,13.62
ORD00603,30-07-2025,10:22:17,July,Wednesday,CUST9784,New,Female,24,20,Olivia,Desserts,Cheesecake,4,6.99,27.96,4.12,4.77,28.61,Google Pay,Delivery,5,6.32
ORD00604,10-03-2025,07:02:38,March,Monday,CUST2106,Returning,Male,56,19,Emily,Desserts,Ice Cream,3,4.99,14.97,2.2,2.55,15.32,Google Pay,Delivery,5,4.47
ORD00605,30-04-2025,22:48:35,April,Wednesday,CUST6060,New,Female,33,20,Sophia,Starters,Garlic Bread,1,4.99,4.99,0.46,0.91,5.44,Cash,Dine-in,4,1.74
ORD00606,13-09-2025,10:45:36,September,Saturday,CUST4900,Returning,Female,26,9,Olivia,Desserts,Ice Cream,2,4.99,9.98,0.56,1.88,11.3,Cash,Delivery,4,3.26
ORD00607,28-11-2025,02:38:49,November,Friday,CUST4969,New,Male,60,8,Emma,Desserts,Ice Cream,2,4.99,9.98,1.27,1.74,10.45,Online,Takeaway,5,2.61
ORD00608,14-06-2025,05:41:38,June,Saturday,CUST4153,New,Male,31,5,Sophia,Main Course,Fish & Chips,1,17.99,17.99,0.17,3.56,21.38,Card,Delivery,5,5.77
ORD00609,15-04-2025,21:34:21,April,Tuesday,CUST4236,New,Female,29,20,Emma,Main Course,Veg Biryani,4,12.99,51.96,5.65,9.26,55.57,Apple Pay,Takeaway,5,13.74
ORD00610,18-08-2025,03:50:12,August,Monday,CUST7524,Returning,Male,48,15,David,Main Course,Pizza,4,16.99,67.96,0.82,13.43,80.57,Online,Delivery,5,26.58
ORD00611,10-08-2025,02:03:06,August,Sunday,CUST2363,Returning,Male,53,6,Michael,Main Course,Fish & Chips,1,17.99,17.99,2.06,3.19,19.12,Google Pay,Takeaway,4,5
ORD00612,21-08-2025,15:49:13,August,Thursday,CUST3238,Returning,Male,27,7,James,Desserts,Brownie,5,5.99,29.95,2.72,5.45,32.68,Cash,Delivery,5,7.1
ORD00613,11-07-2025,06:42:37,July,Friday,CUST7113,Returning,Female,37,19,Sophia,Drinks,Fresh Juice,4,4.49,17.96,2.53,3.09,18.52,Google Pay,Dine-in,3,6.1
ORD00614,17-07-2025,10:33:35,July,Thursday,CUST6711,Returning,Female,62,2,David,Main Course,Paneer Butter Masala,4,13.99,55.96,8.03,9.59,57.52,Google Pay,Delivery,3,17.53
ORD00615,05-05-2025,21:30:36,May,Monday,CUST3422,Returning,Female,61,5,Michael,Drinks,Coke,3,2.99,8.97,0.85,1.62,9.74,Card,Delivery,5,2.85
ORD00616,06-12-2025,19:35:33,December,Saturday,CUST7297,Returning,Male,51,7,David,Main Course,Chicken Biryani,1,14.99,14.99,1.73,2.65,15.91,Card,Takeaway,4,4.6
ORD00617,21-12-2025,13:40:44,December,Sunday,CUST6045,Returning,Male,24,19,Olivia,Desserts,Cheesecake,5,6.99,34.95,3.45,6.3,37.8,Card,Takeaway,5,9.68
ORD00618,18-04-2025,21:33:48,April,Friday,CUST1025,New,Male,62,14,David,Drinks,Tea,1,2.49,2.49,0.37,0.42,2.54,Apple Pay,Delivery,4,0.79
ORD00619,29-03-2025,12:42:00,March,Saturday,CUST3981,New,Female,54,7,Daniel,Main Course,Burger,2,11.99,23.98,2.53,4.29,25.74,Card,Dine-in,5,6
ORD00620,04-04-2025,01:29:38,April,Friday,CUST2789,New,Male,36,3,David,Main Course,Pizza,4,16.99,67.96,4.49,12.69,76.16,Cash,Takeaway,3,24.56
ORD00621,25-06-2025,04:58:12,June,Wednesday,CUST1155,New,Female,18,19,James,Starters,Garlic Bread,4,4.99,19.96,1.45,3.7,22.21,Cash,Dine-in,5,6.74
ORD00622,04-01-2025,12:27:24,January,Saturday,CUST8036,Returning,Female,61,11,Olivia,Drinks,Tea,4,2.49,9.96,0.71,1.85,11.1,Card,Takeaway,5,2.78
ORD00623,24-07-2025,00:14:34,July,Thursday,CUST1050,Returning,Female,64,5,James,Drinks,Coke,3,2.99,8.97,1.17,1.56,9.36,Online,Dine-in,5,2.89
ORD00624,24-05-2025,21:27:41,May,Saturday,CUST8785,Returning,Male,18,11,James,Main Course,Burger,4,11.99,47.96,4.45,8.7,52.21,Apple Pay,Dine-in,5,15.18
ORD00625,16-06-2025,14:18:02,June,Monday,CUST2333,Returning,Female,48,4,David,Drinks,Coffee,5,3.99,19.95,1.45,3.7,22.2,Apple Pay,Delivery,3,6.68
ORD00626,31-12-2025,00:55:03,December,Wednesday,CUST9990,Returning,Male,46,4,Emily,Main Course,Chicken Biryani,2,14.99,29.98,2.24,5.55,33.29,Online,Dine-in,3,7.3
ORD00627,19-04-2025,01:51:46,April,Saturday,CUST3625,Returning,Female,35,8,Michael,Main Course,Veg Biryani,1,12.99,12.99,0.85,2.43,14.57,Google Pay,Delivery,3,4.34
ORD00628,07-12-2025,12:53:30,December,Sunday,CUST4666,New,Female,42,13,David,Main Course,Fish & Chips,1,17.99,17.99,2.15,3.17,19.01,Card,Dine-in,4,4.75
ORD00629,01-03-2025,23:35:38,March,Saturday,CUST4082,New,Female,26,11,David,Desserts,Ice Cream,1,4.99,4.99,0.07,0.98,5.9,Online,Delivery,3,1.78
ORD00630,09-06-2025,02:44:58,June,Monday,CUST6980,New,Male,24,13,James,Starters,Garlic Bread,4,4.99,19.96,2.93,3.41,20.44,Online,Takeaway,4,5.07
ORD00631,16-03-2025,23:18:30,March,Sunday,CUST5643,New,Male,56,11,Michael,Desserts,Ice Cream,4,4.99,19.96,2.04,3.58,21.5,Online,Delivery,3,4.88
ORD00632,21-05-2025,20:49:57,May,Wednesday,CUST1963,Returning,Male,63,7,Emma,Drinks,Coffee,4,3.99,15.96,0.7,3.05,18.31,Cash,Dine-in,4,6.03
ORD00633,20-07-2025,12:09:24,July,Sunday,CUST6528,Returning,Female,40,13,David,Desserts,Cheesecake,2,6.99,13.98,2.08,2.38,14.28,Cash,Delivery,5,3.95
ORD00634,25-05-2025,15:20:07,May,Sunday,CUST2594,New,Female,55,2,Michael,Desserts,Cheesecake,2,6.99,13.98,1.47,2.5,15.01,Google Pay,Delivery,3,4.16
ORD00635,23-10-2025,03:32:32,October,Thursday,CUST4573,New,Male,41,19,Sophia,Main Course,Fish & Chips,4,17.99,71.96,3.14,13.76,82.58,Card,Takeaway,4,18.7
ORD00636,14-12-2025,23:32:44,December,Sunday,CUST1859,New,Female,55,14,Daniel,Main Course,Chicken Biryani,1,14.99,14.99,0.8,2.84,17.03,Google Pay,Dine-in,3,4.56
ORD00637,02-03-2025,16:56:26,March,Sunday,CUST3826,Returning,Male,47,13,Michael,Main Course,Pasta,4,13.49,53.96,2.45,10.3,61.81,Google Pay,Takeaway,3,17.48
ORD00638,03-03-2025,08:45:07,March,Monday,CUST9351,New,Male,55,19,Emily,Starters,Spring Rolls,1,6.99,6.99,0.51,1.3,7.78,Apple Pay,Delivery,5,2.27
ORD00639,18-02-2025,14:37:30,February,Tuesday,CUST5888,New,Male,38,3,Daniel,Main Course,Pasta,4,13.49,53.96,8.09,9.17,55.04,Google Pay,Delivery,3,16.3
ORD00640,21-07-2025,15:37:35,July,Monday,CUST3033,New,Male,29,20,Daniel,Drinks,Coke,5,2.99,14.95,1.88,2.61,15.68,Cash,Delivery,4,4.32
ORD00641,10-06-2025,04:51:17,June,Tuesday,CUST2438,Returning,Male,23,4,Michael,Starters,Spring Rolls,2,6.99,13.98,1.21,2.55,15.32,Apple Pay,Delivery,3,4.44
ORD00642,05-08-2025,20:27:56,August,Tuesday,CUST5807,Returning,Male,54,16,Olivia,Starters,Garlic Bread,3,4.99,14.97,0.1,2.97,17.84,Online,Takeaway,5,5.83
ORD00643,03-10-2025,18:45:47,October,Friday,CUST5910,New,Male,56,18,Emma,Main Course,Veg Biryani,1,12.99,12.99,0.46,2.51,15.04,Online,Takeaway,4,3.49
ORD00644,07-03-2025,15:28:29,March,Friday,CUST3675,Returning,Female,23,9,David,Drinks,Coke,5,2.99,14.95,0.57,2.88,17.26,Card,Delivery,3,4.42
ORD00645,06-02-2025,09:38:12,February,Thursday,CUST9379,New,Female,27,11,David,Desserts,Cheesecake,2,6.99,13.98,1.5,2.5,14.98,Google Pay,Dine-in,5,4.18
ORD00646,07-05-2025,01:16:58,May,Wednesday,CUST7664,New,Female,58,3,Olivia,Starters,Chicken Wings,1,8.99,8.99,0.72,1.65,9.92,Apple Pay,Takeaway,3,2.92
ORD00647,26-04-2025,21:45:15,April,Saturday,CUST7203,New,Male,29,17,Michael,Desserts,Ice Cream,1,4.99,4.99,0.28,0.94,5.65,Online,Takeaway,3,1.86
ORD00648,28-09-2025,20:31:47,September,Sunday,CUST2623,New,Male,38,13,Daniel,Desserts,Cheesecake,5,6.99,34.95,4.54,6.08,36.49,Apple Pay,Delivery,5,10.12
ORD00649,30-09-2025,23:26:26,September,Tuesday,CUST9414,New,Male,27,13,Michael,Drinks,Fresh Juice,5,4.49,22.45,0.43,4.4,26.42,Cash,Delivery,5,5.54
ORD00650,09-07-2025,13:36:26,July,Wednesday,CUST8678,Returning,Female,45,17,Emma,Main Course,Pasta,4,13.49,53.96,1.48,10.5,62.98,Apple Pay,Delivery,3,20.88
ORD00651,06-06-2025,00:47:26,June,Friday,CUST4932,New,Male,54,2,Sophia,Drinks,Tea,1,2.49,2.49,0.24,0.45,2.7,Apple Pay,Delivery,4,0.59
ORD00652,06-01-2025,18:24:10,January,Monday,CUST9722,New,Female,18,20,Emma,Drinks,Coffee,4,3.99,15.96,1.19,2.95,17.72,Cash,Delivery,4,5.21
ORD00653,26-12-2025,05:17:02,December,Friday,CUST8350,New,Male,29,3,Olivia,Desserts,Ice Cream,5,4.99,24.95,2.56,4.48,26.87,Card,Delivery,4,5.74
ORD00654,27-01-2025,12:27:27,January,Monday,CUST6537,New,Male,36,10,Emily,Drinks,Fresh Juice,4,4.49,17.96,0.46,3.5,21,Apple Pay,Takeaway,3,6.92
ORD00655,02-01-2025,06:53:11,January,Thursday,CUST9446,New,Female,57,16,James,Drinks,Coffee,3,3.99,11.97,1.67,2.06,12.36,Apple Pay,Dine-in,5,4.06
ORD00656,24-08-2025,02:37:17,August,Sunday,CUST4050,Returning,Female,18,4,David,Desserts,Brownie,3,5.99,17.97,0.29,3.54,21.22,Google Pay,Dine-in,3,5.35
ORD00657,28-09-2025,18:30:32,September,Sunday,CUST5098,New,Female,43,12,Michael,Main Course,Pasta,1,13.49,13.49,1.85,2.33,13.97,Apple Pay,Takeaway,3,2.92
ORD00658,02-10-2025,14:17:13,October,Thursday,CUST3291,Returning,Female,18,12,Emma,Desserts,Ice Cream,4,4.99,19.96,1.96,3.6,21.6,Cash,Dine-in,4,5.69
ORD00659,21-01-2025,17:35:24,January,Tuesday,CUST3626,New,Female,60,9,Sophia,Main Course,Pasta,4,13.49,53.96,6.02,9.59,57.53,Google Pay,Takeaway,5,18.46
ORD00660,11-09-2025,02:03:50,September,Thursday,CUST7370,New,Male,24,1,Daniel,Main Course,Burger,4,11.99,47.96,3.61,8.87,53.22,Card,Takeaway,5,17.23
ORD00661,07-01-2025,12:19:07,January,Tuesday,CUST1131,Returning,Female,36,10,Emily,Main Course,Chicken Biryani,3,14.99,44.97,2.9,8.41,50.48,Cash,Takeaway,3,14.29
ORD00662,13-11-2025,16:15:19,November,Thursday,CUST5317,New,Female,30,16,Sophia,Main Course,Butter Chicken,2,15.99,31.98,1.35,6.13,36.76,Online,Delivery,3,8.19
ORD00663,07-04-2025,07:16:34,April,Monday,CUST4148,New,Female,19,20,Emma,Main Course,Paneer Butter Masala,1,13.99,13.99,0.28,2.74,16.45,Cash,Dine-in,4,3.51
ORD00664,28-07-2025,19:07:30,July,Monday,CUST2005,Returning,Male,37,4,Michael,Desserts,Cheesecake,2,6.99,13.98,0.47,2.7,16.21,Apple Pay,Takeaway,4,4.24
ORD00665,31-12-2025,06:34:23,December,Wednesday,CUST1008,New,Female,31,10,Emily,Drinks,Coffee,3,3.99,11.97,1.61,2.07,12.43,Apple Pay,Delivery,3,2.87
ORD00666,09-08-2025,17:38:45,August,Saturday,CUST2587,New,Male,39,12,Olivia,Main Course,Pizza,4,16.99,67.96,3.71,12.85,77.1,Online,Delivery,5,19
ORD00667,10-07-2025,17:45:38,July,Thursday,CUST2742,New,Male,20,19,Emma,Main Course,Pizza,2,16.99,33.98,2.98,6.2,37.2,Card,Delivery,4,8.16
ORD00668,20-02-2025,18:19:05,February,Thursday,CUST4309,New,Male,26,7,David,Starters,Chicken Wings,3,8.99,26.97,2.93,4.81,28.85,Online,Delivery,4,9.58
ORD00669,14-10-2025,12:40:19,October,Tuesday,CUST8145,New,Female,44,17,James,Desserts,Brownie,4,5.99,23.96,2.26,4.34,26.04,Card,Delivery,4,5.81
ORD00670,23-12-2025,11:42:42,December,Tuesday,CUST4116,Returning,Female,61,18,Sophia,Main Course,Pizza,1,16.99,16.99,2.44,2.91,17.46,Card,Takeaway,5,3.77
ORD00671,16-07-2025,23:44:54,July,Wednesday,CUST3621,New,Male,50,15,Michael,Drinks,Fresh Juice,5,4.49,22.45,0.91,4.31,25.85,Apple Pay,Dine-in,4,5.98
ORD00672,29-12-2025,01:31:56,December,Monday,CUST4902,Returning,Male,58,5,Michael,Desserts,Cheesecake,1,6.99,6.99,0.18,1.36,8.17,Card,Takeaway,3,1.75
ORD00673,25-11-2025,01:23:17,November,Tuesday,CUST7047,Returning,Male,63,18,Michael,Main Course,Paneer Butter Masala,5,13.99,69.95,1.22,13.75,82.48,Card,Takeaway,5,23.87
ORD00674,31-05-2025,04:33:40,May,Saturday,CUST5582,New,Female,19,18,Sophia,Desserts,Ice Cream,1,4.99,4.99,0.62,0.87,5.24,Google Pay,Delivery,4,1.24
ORD00675,17-11-2025,07:36:41,November,Monday,CUST7479,New,Female,32,14,Olivia,Main Course,Fish & Chips,2,17.99,35.98,1.75,6.85,41.08,Card,Takeaway,3,9.6
ORD00676,11-09-2025,17:44:57,September,Thursday,CUST9036,New,Female,19,10,Daniel,Main Course,Fish & Chips,2,17.99,35.98,4.4,6.32,37.9,Card,Takeaway,5,8.73
ORD00677,08-11-2025,03:32:14,November,Saturday,CUST7594,New,Male,64,1,Sophia,Main Course,Veg Biryani,2,12.99,25.98,0.28,5.14,30.84,Google Pay,Takeaway,3,7.37
ORD00678,26-02-2025,03:39:02,February,Wednesday,CUST3336,New,Male,24,18,Olivia,Starters,Spring Rolls,2,6.99,13.98,0.52,2.69,16.15,Cash,Dine-in,3,3.53
ORD00679,03-09-2025,04:03:36,September,Wednesday,CUST1915,Returning,Male,19,2,Sophia,Drinks,Coffee,3,3.99,11.97,0.6,2.27,13.64,Online,Takeaway,3,3.11
ORD00680,19-09-2025,00:17:19,September,Friday,CUST7998,Returning,Male,40,10,Emma,Drinks,Coffee,1,3.99,3.99,0.55,0.69,4.13,Google Pay,Delivery,5,0.87
ORD00681,27-02-2025,06:16:11,February,Thursday,CUST5617,Returning,Male,57,11,Sophia,Drinks,Coffee,1,3.99,3.99,0.13,0.77,4.63,Apple Pay,Dine-in,3,1.52
ORD00682,06-11-2025,22:01:37,November,Thursday,CUST7967,New,Female,57,10,Olivia,Main Course,Butter Chicken,4,15.99,63.96,5.09,11.77,70.64,Cash,Takeaway,4,20.01
ORD00683,05-12-2025,15:29:38,December,Friday,CUST3435,New,Female,27,13,Emily,Desserts,Brownie,1,5.99,5.99,0.71,1.06,6.34,Google Pay,Dine-in,3,2
ORD00684,23-10-2025,05:20:10,October,Thursday,CUST3979,Returning,Female,38,16,David,Drinks,Tea,2,2.49,4.98,0.07,0.98,5.89,Google Pay,Delivery,4,1.96
ORD00685,05-11-2025,10:26:33,November,Wednesday,CUST9826,Returning,Male,42,3,David,Desserts,Ice Cream,2,4.99,9.98,0.57,1.88,11.29,Online,Delivery,5,3.13
ORD00686,23-04-2025,05:53:05,April,Wednesday,CUST1281,Returning,Female,26,4,James,Starters,Garlic Bread,3,4.99,14.97,0.01,2.99,17.95,Apple Pay,Takeaway,3,5.97
ORD00687,31-05-2025,11:38:20,May,Saturday,CUST4973,New,Male,21,5,Sophia,Drinks,Coffee,5,3.99,19.95,2.91,3.41,20.45,Card,Takeaway,5,6.59
ORD00688,14-01-2025,15:58:41,January,Tuesday,CUST2208,Returning,Male,19,5,Olivia,Drinks,Tea,1,2.49,2.49,0.26,0.45,2.68,Card,Dine-in,3,0.78
ORD00689,09-02-2025,05:51:01,February,Sunday,CUST3295,Returning,Female,44,11,Emily,Starters,Soup,2,5.99,11.98,1.38,2.12,12.72,Cash,Takeaway,3,3.4
ORD00690,21-03-2025,05:38:33,March,Friday,CUST1178,Returning,Female,61,15,Michael,Starters,Spring Rolls,5,6.99,34.95,3.94,6.2,37.21,Online,Delivery,4,10.09
ORD00691,30-12-2025,17:13:01,December,Tuesday,CUST7185,New,Male,43,20,James,Main Course,Pasta,2,13.49,26.98,1.1,5.18,31.06,Card,Takeaway,3,6.83
ORD00692,14-10-2025,00:27:47,October,Tuesday,CUST7233,New,Male,41,14,Emma,Starters,Soup,4,5.99,23.96,1.13,4.57,27.4,Apple Pay,Dine-in,3,7.91
ORD00693,09-02-2025,05:39:03,February,Sunday,CUST9873,New,Male,31,20,James,Desserts,Cheesecake,3,6.99,20.97,0.09,4.18,25.06,Apple Pay,Dine-in,5,6.1
ORD00694,14-04-2025,01:15:00,April,Monday,CUST1735,Returning,Male,21,11,Sophia,Starters,Garlic Bread,3,4.99,14.97,0.19,2.96,17.74,Apple Pay,Dine-in,4,4.96
ORD00695,25-05-2025,03:15:42,May,Sunday,CUST3122,New,Female,44,17,Sophia,Drinks,Coffee,3,3.99,11.97,1.35,2.12,12.74,Online,Dine-in,3,3.81
ORD00696,28-10-2025,18:43:26,October,Tuesday,CUST3641,New,Female,23,3,Emma,Drinks,Fresh Juice,5,4.49,22.45,2.93,3.9,23.42,Card,Delivery,5,4.99
ORD00697,14-03-2025,00:15:34,March,Friday,CUST6903,Returning,Male,63,13,Emma,Main Course,Burger,4,11.99,47.96,5.65,8.46,50.77,Card,Delivery,5,12.73
ORD00698,08-02-2025,21:50:00,February,Saturday,CUST6071,New,Female,24,15,Olivia,Main Course,Fish & Chips,1,17.99,17.99,2.17,3.16,18.98,Card,Takeaway,3,4.29
ORD00699,04-02-2025,13:34:19,February,Tuesday,CUST8548,Returning,Female,34,15,Daniel,Desserts,Cheesecake,3,6.99,20.97,1.11,3.97,23.83,Cash,Delivery,4,5.18
ORD00700,21-01-2025,06:47:31,January,Tuesday,CUST3113,Returning,Female,50,20,Olivia,Desserts,Brownie,4,5.99,23.96,1.47,4.5,26.99,Apple Pay,Dine-in,5,7.71
ORD00701,31-07-2025,20:19:57,July,Thursday,CUST5011,New,Male,24,10,David,Drinks,Tea,1,2.49,2.49,0.23,0.45,2.71,Card,Delivery,4,0.78
ORD00702,07-02-2025,15:03:38,February,Friday,CUST8675,Returning,Male,23,6,Sophia,Main Course,Pasta,4,13.49,53.96,5.42,9.71,58.25,Google Pay,Takeaway,3,14.68
ORD00703,25-07-2025,04:22:31,July,Friday,CUST4483,Returning,Male,35,15,James,Desserts,Ice Cream,3,4.99,14.97,0.77,2.84,17.04,Online,Dine-in,4,4.84
ORD00704,16-03-2025,14:05:32,March,Sunday,CUST7230,New,Female,45,16,Emma,Main Course,Burger,5,11.99,59.95,0.28,11.93,71.6,Cash,Dine-in,3,20.3
ORD00705,17-12-2025,11:36:41,December,Wednesday,CUST2134,Returning,Female,23,10,Emily,Drinks,Tea,3,2.49,7.47,0.71,1.35,8.11,Google Pay,Delivery,3,1.77
ORD00706,09-12-2025,20:38:05,December,Tuesday,CUST6603,Returning,Male,30,12,David,Desserts,Ice Cream,1,4.99,4.99,0.07,0.98,5.9,Google Pay,Takeaway,5,1.9
ORD00707,19-12-2025,15:50:55,December,Friday,CUST1162,New,Male,64,19,Daniel,Main Course,Pasta,3,13.49,40.47,5.54,6.99,41.92,Apple Pay,Delivery,5,11.72
ORD00708,12-06-2025,23:30:16,June,Thursday,CUST6184,New,Female,34,17,James,Starters,Garlic Bread,4,4.99,19.96,2.8,3.43,20.59,Google Pay,Dine-in,5,5.58
ORD00709,19-08-2025,11:55:46,August,Tuesday,CUST9947,New,Female,31,12,Emma,Starters,Spring Rolls,2,6.99,13.98,1.56,2.48,14.9,Card,Delivery,5,3.45
ORD00710,08-01-2025,05:36:27,January,Wednesday,CUST3043,Returning,Female,44,14,Olivia,Desserts,Brownie,1,5.99,5.99,0.27,1.14,6.86,Apple Pay,Delivery,4,1.69
ORD00711,25-09-2025,22:30:40,September,Thursday,CUST3664,Returning,Female,36,14,Michael,Desserts,Ice Cream,2,4.99,9.98,0.69,1.86,11.15,Online,Dine-in,3,2.84
ORD00712,23-02-2025,03:28:29,February,Sunday,CUST9924,New,Female,50,19,James,Starters,Spring Rolls,5,6.99,34.95,4.89,6.01,36.07,Apple Pay,Takeaway,3,7.98
ORD00713,25-04-2025,03:12:56,April,Friday,CUST3038,Returning,Female,44,13,James,Drinks,Fresh Juice,1,4.49,4.49,0.13,0.87,5.23,Apple Pay,Dine-in,5,1.4
ORD00714,26-05-2025,10:45:25,May,Monday,CUST7794,New,Male,44,2,James,Desserts,Cheesecake,3,6.99,20.97,0.97,4,24,Cash,Dine-in,4,7.71
ORD00715,23-09-2025,12:48:38,September,Tuesday,CUST4962,Returning,Male,57,13,James,Desserts,Brownie,2,5.99,11.98,1.72,2.05,12.31,Online,Takeaway,3,4.09
ORD00716,22-11-2025,14:43:26,November,Saturday,CUST8166,New,Male,63,5,Sophia,Drinks,Coffee,4,3.99,15.96,2.16,2.76,16.56,Online,Takeaway,5,4.52
ORD00717,14-05-2025,08:32:11,May,Wednesday,CUST1189,New,Male,57,18,Sophia,Main Course,Burger,2,11.99,23.98,0.34,4.73,28.37,Online,Takeaway,3,6
ORD00718,08-03-2025,19:26:22,March,Saturday,CUST5864,New,Male,64,13,Michael,Drinks,Tea,2,2.49,4.98,0.18,0.96,5.76,Cash,Takeaway,3,1.85
ORD00719,15-03-2025,09:05:35,March,Saturday,CUST2754,New,Female,34,6,Sophia,Starters,Spring Rolls,1,6.99,6.99,0.48,1.3,7.81,Cash,Takeaway,4,2.21
ORD00720,17-04-2025,18:54:58,April,Thursday,CUST8971,New,Male,61,14,David,Drinks,Coke,4,2.99,11.96,1.43,2.11,12.64,Apple Pay,Delivery,4,3.29
ORD00721,24-03-2025,17:32:23,March,Monday,CUST1515,New,Female,40,16,James,Main Course,Pizza,1,16.99,16.99,2.3,2.94,17.63,Card,Delivery,5,5.13
ORD00722,11-05-2025,10:38:25,May,Sunday,CUST9384,New,Male,41,4,Emma,Starters,Garlic Bread,5,4.99,24.95,0.11,4.97,29.81,Cash,Takeaway,3,6.3
ORD00723,23-04-2025,19:46:30,April,Wednesday,CUST2506,Returning,Female,47,16,David,Starters,Garlic Bread,3,4.99,14.97,0.61,2.87,17.23,Online,Takeaway,3,4.02
ORD00724,09-05-2025,09:46:39,May,Friday,CUST6105,New,Male,64,16,David,Main Course,Paneer Butter Masala,3,13.99,41.97,6.06,7.18,43.09,Google Pay,Takeaway,5,9.53
ORD00725,20-05-2025,03:28:29,May,Tuesday,CUST6782,Returning,Male,46,6,James,Desserts,Cheesecake,1,6.99,6.99,0.64,1.27,7.62,Online,Takeaway,5,2
ORD00726,29-07-2025,09:10:43,July,Tuesday,CUST3947,Returning,Female,29,12,Emma,Desserts,Cheesecake,5,6.99,34.95,1.85,6.62,39.72,Cash,Dine-in,5,8.42
ORD00727,10-07-2025,10:26:20,July,Thursday,CUST1178,Returning,Male,47,19,Olivia,Desserts,Ice Cream,3,4.99,14.97,0.27,2.94,17.64,Card,Delivery,3,4.38
